transaction_id,timestamp,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud
TXN001346,11-05-2025 05:38,1072,7914.69,2010,Bangalore,Android,bill,0
TXN001347,03-06-2025 00:17,1086,6966.19,2049,Mumbai,iOS,top-up,0
TXN001348,15-05-2025 21:32,1040,8840.83,2042,Kolkata,Android,bill,0
TXN001349,31-05-2025 17:45,1065,25967.66,2040,Mumbai,Web,transfer,1
TXN001350,24-05-2025 08:09,1015,6167.32,2019,Mumbai,Web,purchase,0
TXN001351,24-05-2025 19:29,1007,6201.46,2008,Bangalore,iOS,bill,0
TXN001352,16-05-2025 14:54,1082,3763.72,2002,Mumbai,Web,purchase,0
TXN001353,03-06-2025 12:11,1035,3293.61,2020,Delhi,Web,purchase,0
TXN001354,18-05-2025 22:59,1003,2891.67,2014,Bangalore,iOS,top-up,0
TXN001355,20-05-2025 20:38,1085,550.2,2015,Mumbai,Web,purchase,0
TXN001356,14-05-2025 02:57,1080,1843.62,2000,Delhi,iOS,transfer,0
TXN001357,08-05-2025 03:01,1018,530.55,2013,Mumbai,Android,top-up,0
TXN001358,30-05-2025 09:20,1026,8313.9,2015,Chennai,Android,purchase,0
TXN001359,13-05-2025 12:37,1092,3121.52,2012,Mumbai,iOS,top-up,0
TXN001360,05-05-2025 23:15,1073,3037.98,2028,Mumbai,iOS,purchase,0
TXN001361,15-05-2025 01:39,1050,9725.83,2024,Mumbai,iOS,purchase,0
TXN001362,15-05-2025 04:09,1055,6097.85,2048,Mumbai,iOS,transfer,0
TXN001363,16-05-2025 15:35,1010,4279.7,2048,Bangalore,Web,top-up,0
TXN001364,31-05-2025 23:26,1048,1765.24,2029,Bangalore,iOS,bill,0
TXN001365,08-05-2025 17:34,1009,6064.19,2021,Mumbai,Web,purchase,0
TXN001366,24-05-2025 07:13,1000,9162.16,2000,Chennai,Web,bill,0
TXN001367,29-05-2025 20:38,1050,9257.65,2047,Bangalore,iOS,purchase,0
TXN001368,17-05-2025 17:03,1009,9875.35,2026,Delhi,Android,purchase,0
TXN001369,14-05-2025 01:00,1097,1632,2027,Bangalore,Web,bill,0
TXN001370,07-05-2025 09:43,1088,4891.33,2023,Delhi,Web,purchase,0
TXN001371,19-05-2025 01:13,1031,7359.29,2030,Delhi,iOS,transfer,0
TXN001372,06-05-2025 11:46,1033,6456.88,2038,Kolkata,Web,top-up,0
TXN001373,20-05-2025 10:10,1084,6025.47,2010,Delhi,Android,transfer,0
TXN001374,02-06-2025 15:57,1050,9169.66,2045,Chennai,Android,top-up,0
TXN001375,02-06-2025 09:13,1054,1666.58,2016,Bangalore,Web,purchase,0
TXN001376,31-05-2025 13:36,1096,7342,2046,Delhi,Android,bill,0
TXN001377,04-05-2025 22:49,1026,2697.52,2047,Kolkata,Web,bill,0
TXN001378,21-05-2025 20:19,1012,5034.88,2004,Kolkata,Web,purchase,1
TXN001379,21-05-2025 11:10,1021,7333.09,2011,Bangalore,Android,top-up,0
TXN001380,25-05-2025 05:33,1014,1828.02,2028,Chennai,Android,top-up,0
TXN001381,16-05-2025 21:47,1097,7501.66,2012,Bangalore,iOS,purchase,0
TXN001382,04-05-2025 14:55,1081,6247.97,2010,Delhi,iOS,transfer,0
TXN001383,09-05-2025 04:47,1043,2774.85,2001,Chennai,Android,purchase,0
TXN001384,19-05-2025 02:31,1001,7607.73,2003,Bangalore,Android,transfer,0
TXN001385,19-05-2025 08:21,1000,5228.12,2024,Chennai,Web,bill,0
TXN001386,01-06-2025 17:44,1043,4737.59,2038,Kolkata,iOS,bill,0
TXN001387,25-05-2025 15:55,1040,3437.34,2015,Bangalore,Web,purchase,0
TXN001388,18-05-2025 13:29,1045,581.84,2021,Delhi,Android,purchase,0
TXN001389,30-05-2025 11:47,1017,4024.07,2001,Chennai,Android,bill,0
TXN001390,17-05-2025 21:41,1031,7516.88,2023,Kolkata,Web,purchase,0
TXN001391,08-05-2025 20:11,1000,6605.68,2040,Bangalore,Android,bill,0
TXN001392,28-05-2025 01:27,1094,9696.28,2020,Kolkata,Android,purchase,0
TXN001393,09-05-2025 01:32,1010,6129.8,2022,Kolkata,iOS,transfer,0
TXN001394,31-05-2025 00:07,1024,2945.69,2045,Mumbai,Web,transfer,0
TXN001395,01-06-2025 03:41,1038,7970.24,2043,Chennai,iOS,top-up,0
TXN001396,04-05-2025 22:39,1061,9550.96,2042,Chennai,Android,top-up,0
TXN001397,27-05-2025 05:24,1084,7534.99,2044,Delhi,Android,purchase,0
TXN001398,28-05-2025 23:59,1041,301.93,2024,Bangalore,Android,bill,0
TXN001399,02-06-2025 09:28,1085,9515.52,2007,Mumbai,Web,purchase,0
TXN001400,14-05-2025 02:43,1028,6920.93,2036,Chennai,Android,bill,0
TXN001401,20-05-2025 07:47,1094,7177.25,2046,Kolkata,Web,purchase,0
TXN001402,17-05-2025 03:06,1014,2243.27,2018,Delhi,Android,transfer,0
TXN001403,22-05-2025 11:45,1024,5926.08,2047,Delhi,Web,bill,0
TXN001404,14-05-2025 12:25,1048,3140.59,2036,Delhi,iOS,transfer,0
TXN001405,21-05-2025 20:36,1049,1906.68,2027,Bangalore,iOS,top-up,0
TXN001406,18-05-2025 19:12,1028,6020.16,2006,Kolkata,Android,purchase,0
TXN001407,08-05-2025 13:44,1037,8163.32,2014,Kolkata,Web,purchase,0
TXN001408,17-05-2025 03:19,1095,2841.09,2042,Delhi,Web,bill,0
TXN001409,07-05-2025 22:45,1015,9903.45,2017,Chennai,iOS,top-up,0
TXN001410,31-05-2025 21:08,1048,7044.36,2003,Bangalore,Android,top-up,0
TXN001411,06-05-2025 14:42,1028,9344.98,2044,Delhi,Android,purchase,0
TXN001412,08-05-2025 13:35,1084,2998.03,2010,Delhi,Web,purchase,0
TXN001413,15-05-2025 13:58,1044,6782.21,2048,Kolkata,iOS,transfer,0
TXN001414,01-06-2025 18:00,1089,2837.57,2012,Chennai,iOS,transfer,0
TXN001415,19-05-2025 00:53,1074,7525.14,2003,Bangalore,iOS,top-up,0
TXN001416,19-05-2025 18:50,1061,4424.42,2018,Mumbai,Android,top-up,0
TXN001417,24-05-2025 21:03,1083,1964.59,2000,Bangalore,Web,transfer,0
TXN001418,11-05-2025 18:20,1018,9884.96,2024,Kolkata,Web,top-up,0
TXN001419,05-05-2025 06:22,1060,969.52,2011,Delhi,Android,bill,0
TXN001420,25-05-2025 18:07,1080,9697.57,2046,Kolkata,Android,transfer,0
TXN001421,05-05-2025 15:24,1038,3972.48,2044,Chennai,Android,purchase,0
TXN001422,26-05-2025 09:27,1085,9911.73,2042,Delhi,iOS,purchase,0
TXN001423,14-05-2025 09:04,1047,6535.42,2000,Delhi,Android,transfer,0
TXN001424,25-05-2025 04:34,1065,6417.68,2014,Delhi,Web,purchase,0
TXN001425,10-05-2025 21:19,1075,7456.14,2011,Kolkata,iOS,purchase,0
TXN001426,30-05-2025 05:15,1041,1261.11,2004,Chennai,Android,purchase,0
TXN001427,11-05-2025 12:28,1071,207.27,2034,Chennai,iOS,transfer,0
TXN001428,23-05-2025 04:31,1091,5851.37,2041,Delhi,Android,transfer,0
TXN001429,18-05-2025 09:09,1023,5995.04,2000,Chennai,iOS,bill,0
TXN001430,24-05-2025 03:42,1026,1296.87,2041,Mumbai,Android,bill,0
TXN001431,17-05-2025 12:57,1015,359.7,2032,Bangalore,iOS,top-up,0
TXN001432,09-05-2025 22:05,1000,9452.83,2015,Bangalore,Android,bill,0
TXN001433,10-05-2025 04:56,1073,4454.75,2031,Bangalore,Web,bill,0
TXN001434,25-05-2025 23:06,1088,5110.8,2006,Delhi,Android,transfer,0
TXN001435,29-05-2025 22:29,1027,3004.1,2008,Chennai,Web,top-up,0
TXN001436,29-05-2025 12:25,1093,2781.18,2039,Kolkata,Android,bill,0
TXN001437,14-05-2025 18:52,1020,6501.19,2025,Kolkata,Android,bill,0
TXN001438,25-05-2025 12:50,1018,9402.59,2034,Mumbai,Android,bill,0
TXN001439,25-05-2025 01:53,1024,6971.06,2045,Bangalore,Web,top-up,0
TXN001440,11-05-2025 12:39,1055,1543.38,2024,Delhi,Web,top-up,0
TXN001441,30-05-2025 01:11,1014,1254.97,2043,Chennai,iOS,transfer,0
TXN001442,22-05-2025 07:47,1042,898.85,2049,Bangalore,Android,top-up,0
TXN001443,15-05-2025 19:06,1028,988.49,2024,Delhi,Android,top-up,0
TXN001444,28-05-2025 21:34,1075,8756.36,2031,Delhi,Web,bill,0
TXN001445,07-05-2025 00:34,1070,8655.33,2017,Chennai,Android,transfer,0
TXN001446,30-05-2025 04:24,1049,9465.64,2011,Bangalore,Web,purchase,0
TXN001447,25-05-2025 00:03,1001,1284.45,2043,Chennai,Web,top-up,0
TXN001448,23-05-2025 19:22,1072,1435.27,2047,Bangalore,Android,bill,0
TXN001449,23-05-2025 05:27,1077,2498.63,2026,Kolkata,Android,purchase,0
TXN001450,21-05-2025 05:40,1064,7986.7,2018,Bangalore,iOS,top-up,0
TXN001451,07-05-2025 09:52,1039,8580.64,2026,Bangalore,Android,transfer,0
TXN001452,09-05-2025 15:44,1011,2407.97,2010,Chennai,Android,transfer,0
TXN001453,31-05-2025 05:55,1063,5546.06,2000,Kolkata,Web,top-up,0
TXN001454,10-05-2025 01:58,1086,5154.96,2034,Delhi,iOS,transfer,0
TXN001455,24-05-2025 09:12,1095,9109.76,2000,Kolkata,Web,bill,0
TXN001456,29-05-2025 19:36,1067,7392.44,2043,Chennai,Android,purchase,0
TXN001457,21-05-2025 23:04,1097,6748.48,2033,Mumbai,Android,transfer,0
TXN001458,19-05-2025 04:44,1045,1341.85,2003,Kolkata,iOS,purchase,0
TXN001459,25-05-2025 21:58,1043,9697.59,2043,Mumbai,Web,transfer,0
TXN001460,24-05-2025 21:21,1033,4836.42,2013,Delhi,Web,purchase,0
TXN001461,02-06-2025 18:13,1082,3055.15,2032,Delhi,iOS,purchase,0
TXN001462,08-05-2025 08:36,1058,68.85,2021,Bangalore,iOS,transfer,0
TXN001463,06-05-2025 11:29,1045,18326.71,2000,Delhi,iOS,purchase,1
TXN001464,05-05-2025 18:58,1019,5295.67,2026,Delhi,iOS,transfer,0
TXN001465,22-05-2025 03:41,1028,6569.77,2030,Kolkata,iOS,bill,0
TXN001466,08-05-2025 22:59,1068,8923.01,2017,Delhi,iOS,purchase,0
TXN001467,08-05-2025 00:34,1055,3543.84,2000,Bangalore,Web,top-up,0
TXN001468,17-05-2025 15:16,1017,2856.15,2025,Kolkata,Web,bill,0
TXN001469,05-05-2025 16:12,1025,1611.52,2030,Bangalore,Android,purchase,0
TXN001470,28-05-2025 17:25,1087,4960.72,2045,Mumbai,iOS,purchase,0
TXN001471,08-05-2025 21:46,1049,9236.38,2008,Delhi,Android,transfer,0
TXN001472,16-05-2025 03:00,1001,3447.76,2049,Mumbai,Android,bill,0
TXN001473,20-05-2025 10:41,1001,5974.9,2027,Kolkata,iOS,bill,0
TXN001474,27-05-2025 09:50,1031,7611.39,2039,Mumbai,Web,top-up,0
TXN001475,04-05-2025 16:52,1033,7669.61,2044,Mumbai,Web,purchase,0
TXN001476,17-05-2025 09:43,1013,7067.54,2044,Chennai,Web,top-up,0
TXN001477,21-05-2025 16:09,1080,8550.17,2040,Mumbai,Android,transfer,0
TXN001478,13-05-2025 00:51,1024,393.28,2009,Kolkata,Android,top-up,0
TXN001479,13-05-2025 04:42,1052,519.04,2033,Bangalore,Web,top-up,0
TXN001480,15-05-2025 13:09,1007,4266.5,2032,Kolkata,Web,transfer,0
TXN001481,24-05-2025 22:44,1035,2699.77,2022,Kolkata,Android,bill,0
TXN001482,26-05-2025 10:02,1000,1825.7,2003,Bangalore,Android,bill,0
TXN001483,20-05-2025 10:52,1012,9085.73,2027,Mumbai,iOS,purchase,0
TXN001484,11-05-2025 15:44,1012,3050.52,2042,Delhi,Web,top-up,0
TXN001485,12-05-2025 17:21,1046,7415.51,2047,Chennai,Web,bill,0
TXN001486,19-05-2025 11:45,1074,2766.71,2024,Delhi,Android,top-up,0
TXN001487,13-05-2025 12:50,1005,6022.33,2037,Mumbai,Android,purchase,0
TXN001488,23-05-2025 09:09,1069,758.05,2039,Bangalore,iOS,purchase,0
TXN001489,28-05-2025 15:50,1092,2027.97,2009,Delhi,Android,top-up,0
TXN001490,09-05-2025 05:00,1097,7118.92,2035,Bangalore,iOS,purchase,0
TXN001491,24-05-2025 05:40,1055,1183.12,2004,Kolkata,iOS,transfer,0
TXN001492,23-05-2025 01:01,1016,2748.74,2018,Delhi,Web,transfer,0
TXN001493,01-06-2025 01:02,1094,6941.1,2025,Kolkata,Web,transfer,0
TXN001494,11-05-2025 06:14,1049,7509.77,2035,Kolkata,iOS,bill,0
TXN001495,17-05-2025 10:31,1073,45.97,2013,Chennai,Web,transfer,0
TXN001496,12-05-2025 05:55,1058,7908.56,2032,Chennai,iOS,bill,0
TXN001497,14-05-2025 23:00,1034,2970.67,2035,Delhi,Android,top-up,0
TXN001498,21-05-2025 22:15,1005,2389.79,2040,Mumbai,iOS,top-up,0
TXN001499,11-05-2025 04:01,1082,7908.31,2015,Mumbai,Web,transfer,0
TXN001500,22-05-2025 06:31,1047,11541.65,2020,Delhi,Web,bill,1
TXN001501,29-05-2025 00:33,1078,4089.35,2018,Bangalore,Android,transfer,0
TXN001502,21-05-2025 15:32,1035,2200.6,2011,Bangalore,Android,transfer,0
TXN001503,02-06-2025 15:59,1083,6884.27,2016,Chennai,Web,top-up,0
TXN001504,18-05-2025 01:34,1034,2214.18,2013,Chennai,Web,purchase,0
TXN001505,16-05-2025 10:21,1092,2324.91,2027,Bangalore,Android,purchase,0
TXN001506,29-05-2025 14:44,1023,1823.32,2011,Mumbai,Web,purchase,0
TXN001507,14-05-2025 01:18,1036,1812.26,2001,Bangalore,Android,top-up,0
TXN001508,20-05-2025 02:45,1024,6876.79,2004,Mumbai,Android,purchase,0
TXN001509,21-05-2025 06:39,1051,9092.22,2006,Chennai,Android,transfer,0
TXN001510,02-06-2025 16:50,1002,3784.97,2007,Delhi,Web,transfer,0
TXN001511,25-05-2025 04:42,1034,7703.48,2009,Chennai,Android,transfer,0
TXN001512,12-05-2025 11:36,1094,1072.33,2021,Delhi,Android,top-up,0
TXN001513,02-06-2025 05:31,1056,5632.88,2010,Bangalore,iOS,purchase,0
TXN001514,06-05-2025 02:37,1088,568.2,2017,Chennai,Android,transfer,0
TXN001515,26-05-2025 10:49,1037,1037.12,2006,Chennai,iOS,top-up,0
TXN001516,26-05-2025 16:13,1049,4906.98,2009,Bangalore,Web,bill,1
TXN001517,20-05-2025 06:19,1049,8791.11,2043,Delhi,iOS,top-up,0
TXN001518,30-05-2025 19:59,1036,2252.98,2022,Delhi,Web,bill,0
TXN001519,03-06-2025 09:09,1010,9233.96,2002,Chennai,Android,top-up,0
TXN001520,10-05-2025 23:29,1023,3355.09,2043,Kolkata,Android,bill,0
TXN001521,20-05-2025 11:55,1013,2877.19,2017,Kolkata,Web,bill,0
TXN001522,18-05-2025 13:34,1091,8109.09,2004,Delhi,Android,top-up,0
TXN001523,12-05-2025 19:58,1092,3912.09,2030,Delhi,Android,purchase,0
TXN001524,13-05-2025 19:20,1011,2791.98,2020,Mumbai,Android,purchase,0
TXN001525,15-05-2025 07:05,1061,4947.12,2044,Kolkata,Web,bill,0
TXN001526,22-05-2025 13:27,1031,9440.86,2024,Kolkata,Web,purchase,0
TXN001527,11-05-2025 09:38,1068,4931.09,2014,Kolkata,Android,purchase,0
TXN001528,21-05-2025 01:29,1095,7768.16,2014,Delhi,Android,bill,0
TXN001529,21-05-2025 21:15,1071,15420.17,2030,Mumbai,Android,transfer,1
TXN001530,12-05-2025 08:49,1099,3614.98,2008,Bangalore,iOS,top-up,0
TXN001531,29-05-2025 17:50,1053,5519.49,2015,Mumbai,Android,transfer,0
TXN001532,16-05-2025 17:35,1089,1181.19,2045,Mumbai,iOS,transfer,0
TXN001533,22-05-2025 18:07,1006,4252.84,2044,Delhi,Web,transfer,0
TXN001534,01-06-2025 06:25,1020,5943.32,2001,Mumbai,iOS,top-up,0
TXN001535,31-05-2025 08:19,1072,779.88,2026,Mumbai,Android,purchase,0
TXN001536,01-06-2025 12:32,1089,7483.59,2019,Kolkata,iOS,bill,0
TXN001537,21-05-2025 08:01,1001,6452.02,2018,Delhi,Android,transfer,0
TXN001538,29-05-2025 02:07,1096,330.87,2011,Chennai,Android,transfer,0
TXN001539,14-05-2025 21:41,1058,4241.97,2035,Bangalore,Web,bill,0
TXN001540,08-05-2025 01:39,1020,4242.47,2017,Delhi,Web,purchase,0
TXN001541,30-05-2025 17:50,1027,1260.08,2025,Chennai,Android,top-up,0
TXN001542,16-05-2025 13:35,1071,8226.82,2038,Delhi,Web,purchase,0
TXN001543,22-05-2025 16:57,1051,6530.47,2024,Mumbai,Android,bill,0
TXN001544,11-05-2025 18:32,1013,1955.36,2006,Delhi,iOS,bill,0
TXN001545,28-05-2025 03:48,1069,2829.25,2006,Delhi,Android,transfer,0
TXN001546,19-05-2025 10:58,1070,3098.11,2012,Delhi,Android,bill,0
TXN001547,21-05-2025 16:26,1005,5705.53,2036,Kolkata,Android,transfer,0
TXN001548,14-05-2025 06:57,1001,9435.66,2022,Bangalore,iOS,top-up,0
TXN001549,28-05-2025 19:11,1045,3912.51,2008,Delhi,iOS,purchase,0
TXN001550,26-05-2025 08:42,1064,5040.75,2049,Mumbai,Android,purchase,0
TXN001551,22-05-2025 22:27,1004,8689.44,2018,Mumbai,Android,purchase,0
TXN001552,21-05-2025 22:32,1091,6263.27,2014,Mumbai,Web,top-up,0
TXN001553,08-05-2025 06:02,1064,1618.86,2033,Chennai,Web,bill,0
TXN001554,06-05-2025 23:56,1037,1320.66,2023,Chennai,iOS,transfer,0
TXN001555,02-06-2025 09:35,1049,7744.01,2015,Mumbai,Web,transfer,0
TXN001556,09-05-2025 10:08,1063,5673.34,2006,Delhi,Android,bill,0
TXN001557,10-05-2025 13:18,1011,9689.78,2031,Delhi,iOS,bill,0
TXN001558,03-06-2025 03:49,1008,2963.13,2017,Chennai,iOS,bill,0
TXN001559,20-05-2025 15:20,1098,1800.07,2029,Bangalore,iOS,bill,0
TXN001560,06-05-2025 09:15,1017,4426.03,2007,Chennai,iOS,transfer,0
TXN001561,30-05-2025 18:08,1052,2873.38,2039,Mumbai,iOS,bill,0
TXN001562,09-05-2025 08:24,1040,6250.07,2023,Delhi,Web,purchase,0
TXN001563,15-05-2025 06:29,1087,2635.65,2002,Chennai,Web,transfer,0
TXN001564,31-05-2025 09:23,1071,2455.72,2000,Mumbai,Android,bill,0
TXN001565,23-05-2025 19:07,1009,5705.64,2014,Kolkata,iOS,transfer,0
TXN001566,21-05-2025 08:29,1068,4690.2,2029,Delhi,Android,top-up,0
TXN001567,15-05-2025 12:42,1050,9175.43,2049,Kolkata,Android,purchase,0
TXN001568,28-05-2025 06:34,1077,3179.68,2031,Mumbai,Web,purchase,0
TXN001569,01-06-2025 06:12,1069,4551.24,2009,Kolkata,Android,top-up,0
TXN001570,26-05-2025 11:16,1076,322.92,2049,Kolkata,Android,bill,0
TXN001571,20-05-2025 15:29,1027,9785.82,2003,Mumbai,Android,purchase,0
TXN001572,06-05-2025 16:51,1010,6360.52,2009,Delhi,iOS,purchase,0
TXN001573,14-05-2025 06:16,1057,8739.02,2026,Chennai,Android,bill,0
TXN001574,10-05-2025 09:09,1054,546.89,2021,Bangalore,Android,top-up,0
TXN001575,30-05-2025 07:05,1060,4196.82,2034,Mumbai,Web,purchase,0
TXN001576,21-05-2025 17:20,1049,6932.09,2000,Chennai,Web,top-up,0
TXN001577,21-05-2025 03:24,1078,6682.95,2009,Bangalore,Web,bill,0
TXN001578,28-05-2025 05:17,1063,38567.09,2020,Delhi,Web,purchase,1
TXN001579,16-05-2025 19:26,1057,7225.64,2008,Kolkata,Web,transfer,0
TXN001580,24-05-2025 14:39,1024,7459.62,2026,Chennai,Android,purchase,0
TXN001581,07-05-2025 13:06,1024,2105.53,2043,Chennai,Android,bill,0
TXN001582,10-05-2025 02:31,1039,171.75,2032,Delhi,Web,purchase,0
TXN001583,27-05-2025 10:28,1052,4565.41,2022,Bangalore,Web,purchase,0
TXN001584,22-05-2025 13:34,1014,7653.16,2011,Kolkata,iOS,bill,0
TXN001585,01-06-2025 06:40,1069,5952.97,2027,Kolkata,iOS,purchase,0
TXN001586,14-05-2025 10:41,1012,7023.91,2005,Delhi,Android,transfer,0
TXN001587,26-05-2025 21:52,1063,4118.68,2047,Chennai,Web,transfer,0
TXN001588,31-05-2025 21:38,1004,5038.58,2042,Bangalore,iOS,top-up,0
TXN001589,05-05-2025 04:02,1048,4551.75,2007,Mumbai,iOS,transfer,0
TXN001590,12-05-2025 12:39,1059,7939.57,2026,Kolkata,Android,bill,0
TXN001591,15-05-2025 06:31,1034,5080.53,2042,Bangalore,iOS,purchase,0
TXN001592,01-06-2025 19:26,1053,51.53,2002,Delhi,Android,top-up,0
TXN001593,24-05-2025 19:27,1066,8409.29,2047,Chennai,iOS,bill,0
TXN001594,14-05-2025 08:55,1055,5726.15,2015,Chennai,iOS,top-up,0
TXN001595,18-05-2025 12:35,1006,3939.24,2036,Kolkata,Android,purchase,0
TXN001596,27-05-2025 12:54,1040,1745.44,2033,Mumbai,iOS,top-up,0
TXN001597,08-05-2025 21:16,1064,8013.71,2007,Chennai,iOS,bill,0
TXN001598,23-05-2025 05:04,1041,1598.94,2013,Delhi,Android,transfer,0
TXN001599,07-05-2025 14:17,1075,6292.65,2009,Delhi,Web,transfer,0
TXN001600,05-05-2025 01:59,1093,262.65,2008,Kolkata,Web,bill,0
TXN001601,29-05-2025 14:32,1028,6528.7,2019,Mumbai,Web,top-up,0
TXN001602,15-05-2025 00:20,1048,8072.9,2049,Bangalore,Web,transfer,0
TXN001603,06-05-2025 04:43,1080,9350.41,2001,Chennai,Android,transfer,0
TXN001604,09-05-2025 23:29,1013,5962.99,2009,Bangalore,iOS,top-up,0
TXN001605,18-05-2025 10:22,1046,4947.51,2013,Kolkata,Android,purchase,0
TXN001606,19-05-2025 15:33,1062,4143.31,2040,Delhi,Android,purchase,0
TXN001607,16-05-2025 02:42,1057,3142.71,2010,Mumbai,iOS,transfer,0
TXN001608,26-05-2025 00:42,1080,6600.07,2038,Delhi,Android,bill,0
TXN001609,20-05-2025 20:28,1078,4844.27,2038,Chennai,Android,top-up,0
TXN001610,18-05-2025 19:10,1015,2552.47,2012,Chennai,Android,transfer,0
TXN001611,02-06-2025 23:59,1027,7612,2023,Delhi,Android,transfer,0
TXN001612,09-05-2025 18:35,1093,2205.41,2044,Mumbai,iOS,bill,0
TXN001613,14-05-2025 08:50,1044,9532.76,2045,Chennai,Web,bill,0
TXN001614,12-05-2025 17:34,1055,8092.03,2032,Kolkata,Android,bill,0
TXN001615,25-05-2025 00:48,1091,6873.7,2017,Kolkata,Android,bill,0
TXN001616,20-05-2025 01:39,1092,2066.26,2031,Kolkata,iOS,purchase,0
TXN001617,22-05-2025 10:30,1040,2724.02,2039,Delhi,Web,purchase,0
TXN001618,13-05-2025 00:38,1047,5675.75,2040,Delhi,iOS,top-up,0
TXN001619,22-05-2025 20:11,1032,9581.39,2037,Kolkata,iOS,bill,0
TXN001620,05-05-2025 11:28,1041,1155.35,2027,Mumbai,iOS,top-up,0
TXN001621,28-05-2025 15:00,1047,6572.98,2009,Bangalore,Android,transfer,0
TXN001622,16-05-2025 15:06,1042,118.9,2013,Kolkata,Web,bill,0
TXN001623,19-05-2025 22:25,1049,5620.79,2018,Chennai,Android,top-up,0
TXN001624,03-06-2025 01:27,1077,2787.7,2042,Delhi,Web,purchase,0
TXN001625,03-06-2025 13:17,1040,4357.7,2012,Mumbai,Android,purchase,0
TXN001626,07-05-2025 16:05,1053,9902.69,2007,Delhi,iOS,top-up,0
TXN001627,30-05-2025 17:00,1030,5915.8,2036,Delhi,iOS,transfer,0
TXN001628,18-05-2025 11:22,1000,8562.47,2029,Bangalore,Android,purchase,0
TXN001629,16-05-2025 08:06,1067,5339.34,2002,Bangalore,Web,transfer,0
TXN001630,09-05-2025 16:03,1053,960.25,2046,Bangalore,iOS,bill,0
TXN001631,25-05-2025 05:08,1071,4009.44,2049,Bangalore,iOS,transfer,0
TXN001632,07-05-2025 19:02,1058,6967.6,2031,Delhi,iOS,transfer,0
TXN001633,07-05-2025 04:35,1001,487.86,2008,Delhi,iOS,purchase,0
TXN001634,21-05-2025 02:03,1092,889.29,2023,Chennai,Android,transfer,0
TXN001635,05-05-2025 19:27,1014,7851.59,2003,Bangalore,Android,bill,0
TXN001636,27-05-2025 16:05,1048,6131.38,2017,Mumbai,Android,purchase,0
TXN001637,24-05-2025 06:22,1018,3200.13,2048,Chennai,iOS,purchase,0
TXN001638,19-05-2025 11:56,1030,5222.42,2036,Kolkata,Web,purchase,0
TXN001639,15-05-2025 19:47,1093,3225.89,2030,Mumbai,Android,bill,0
TXN001640,15-05-2025 21:04,1045,7116.7,2035,Mumbai,Web,top-up,0
TXN001641,17-05-2025 14:36,1063,760.69,2003,Mumbai,Android,top-up,0
TXN001642,09-05-2025 13:24,1062,3856.75,2006,Bangalore,Android,bill,0
TXN001643,05-05-2025 14:16,1058,3125.14,2041,Mumbai,Web,transfer,0
TXN001644,13-05-2025 10:34,1046,2195.66,2024,Kolkata,Web,top-up,0
TXN001645,30-05-2025 15:11,1035,1887.66,2027,Mumbai,Web,bill,0
TXN001646,22-05-2025 04:43,1013,5776.65,2009,Kolkata,Android,transfer,0
TXN001647,15-05-2025 05:20,1023,8942.04,2017,Delhi,iOS,purchase,0
TXN001648,09-05-2025 11:52,1070,1192.08,2005,Bangalore,iOS,top-up,0
TXN001649,26-05-2025 08:24,1065,5026.88,2021,Delhi,iOS,bill,0
TXN001650,19-05-2025 19:56,1048,500.85,2046,Kolkata,Android,bill,0
TXN001651,16-05-2025 13:59,1035,1774.68,2033,Chennai,iOS,purchase,0
TXN001652,07-05-2025 02:23,1031,508.22,2007,Mumbai,Android,transfer,0
TXN001653,13-05-2025 18:09,1030,5756.55,2004,Chennai,Android,bill,0
TXN001654,28-05-2025 08:26,1091,6206.01,2025,Kolkata,iOS,transfer,0
TXN001655,20-05-2025 00:01,1088,8242.45,2017,Kolkata,Android,top-up,0
TXN001656,20-05-2025 04:45,1036,3482.85,2045,Chennai,iOS,transfer,0
TXN001657,28-05-2025 07:39,1089,5037.37,2039,Kolkata,Web,bill,0
TXN001658,23-05-2025 10:09,1021,6882.48,2020,Delhi,Android,top-up,0
TXN001659,25-05-2025 11:46,1001,4557.61,2042,Kolkata,iOS,bill,0
TXN001660,08-05-2025 11:35,1009,9743.96,2010,Delhi,Web,bill,0
TXN001661,30-05-2025 01:07,1062,5835.76,2015,Kolkata,Android,transfer,0
TXN001662,23-05-2025 12:24,1037,5676.99,2014,Chennai,Web,top-up,0
TXN001663,21-05-2025 11:19,1012,7754.81,2019,Bangalore,iOS,purchase,0
TXN001664,26-05-2025 05:52,1032,9898.03,2042,Kolkata,iOS,bill,0
TXN001665,16-05-2025 13:25,1038,8279.22,2045,Bangalore,Web,purchase,0
TXN001666,08-05-2025 03:24,1093,6860.98,2040,Delhi,Android,purchase,0
TXN001667,21-05-2025 23:01,1018,6597.08,2022,Kolkata,Android,top-up,0
TXN001668,19-05-2025 13:26,1055,6961.1,2023,Mumbai,Web,transfer,0
TXN001669,09-05-2025 07:58,1081,9548.6,2006,Bangalore,Web,purchase,0
TXN001670,26-05-2025 21:25,1022,8762.17,2016,Bangalore,iOS,purchase,0
TXN001671,19-05-2025 22:55,1035,9453.21,2019,Mumbai,Android,bill,0
TXN001672,28-05-2025 10:44,1058,1238.38,2036,Bangalore,iOS,transfer,0
TXN001673,29-05-2025 08:30,1087,4994.28,2009,Kolkata,Web,top-up,0
