transaction_id,timestamp,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud,hour,day_of_week,is_weekend
TXN002511,2025-05-18 17:09:00,1088,4323.91,2004,Mumbai,iOS,purchase,0,17,Sunday,1
TXN002512,2025-05-23 11:15:00,1087,11626.57,2026,Delhi,Android,top-up,1,11,Friday,0
TXN002513,2025-05-22 04:57:00,1013,1545.86,2027,Mumbai,Web,top-up,0,4,Thursday,0
TXN002514,2025-05-13 02:46:00,1071,5207.42,2043,Chennai,Web,bill,0,2,Tuesday,0
TXN002515,2025-05-12 21:41:00,1076,1582.4,2034,Chennai,Android,purchase,0,21,Monday,0
TXN002516,2025-05-12 17:20:00,1056,6113.38,2017,Bangalore,iOS,top-up,0,17,Monday,0
TXN002517,2025-05-12 23:17:00,1002,7985.04,2012,Kolkata,iOS,purchase,0,23,Monday,0
TXN002518,2025-05-30 04:12:00,1011,4654.04,2037,Delhi,Web,top-up,0,4,Friday,0
TXN002519,2025-05-29 19:16:00,1089,2305.08,2034,Delhi,Web,purchase,0,19,Thursday,0
TXN002520,2025-05-25 18:06:00,1091,6500.06,2047,Mumbai,Android,top-up,0,18,Sunday,1
TXN002521,2025-05-25 09:58:00,1016,2325.69,2015,Delhi,Web,transfer,0,9,Sunday,1
TXN002522,2025-05-20 06:34:00,1043,5527.25,2033,Chennai,Android,bill,0,6,Tuesday,0
TXN002523,2025-05-09 09:08:00,1022,5493.59,2002,Kolkata,iOS,top-up,0,9,Friday,0
TXN002524,2025-05-28 16:00:00,1089,7902.38,2040,Delhi,Web,top-up,0,16,Wednesday,0
TXN002525,2025-05-17 20:52:00,1092,723.64,2040,Chennai,Android,bill,0,20,Saturday,1
TXN002526,2025-05-15 08:06:00,1043,6816.58,2001,Delhi,Android,transfer,0,8,Thursday,0
TXN002527,2025-05-28 18:59:00,1092,6911.93,2001,Delhi,iOS,top-up,0,18,Wednesday,0
TXN002528,2025-05-31 01:30:00,1074,8081.64,2005,Delhi,Web,top-up,0,1,Saturday,1
TXN002529,2025-05-27 02:57:00,1056,8055.68,2034,Bangalore,Android,transfer,0,2,Tuesday,0
TXN002530,2025-05-16 14:41:00,1040,9884.15,2024,Delhi,Web,bill,0,14,Friday,0
TXN002531,2025-05-16 03:33:00,1010,2615.43,2034,Mumbai,Web,purchase,0,3,Friday,0
TXN002532,2025-05-20 12:30:00,1098,5227.0,2004,Mumbai,Android,bill,0,12,Tuesday,0
TXN002533,2025-05-16 00:18:00,1040,7885.22,2024,Kolkata,Android,purchase,0,0,Friday,0
TXN002534,2025-05-13 06:17:00,1006,451.02,2000,Bangalore,Android,purchase,0,6,Tuesday,0
TXN002535,2025-05-04 18:21:00,1046,3421.48,2046,Chennai,iOS,top-up,0,18,Sunday,1
TXN002536,2025-05-08 14:16:00,1030,5634.39,2026,Mumbai,iOS,top-up,0,14,Thursday,0
TXN002537,2025-05-28 14:55:00,1006,3701.97,2023,Bangalore,Android,purchase,0,14,Wednesday,0
TXN002538,2025-05-23 20:31:00,1005,5529.91,2040,Kolkata,Android,purchase,0,20,Friday,0
TXN002539,2025-05-12 06:26:00,1078,4107.73,2035,Kolkata,Web,bill,0,6,Monday,0
TXN002540,2025-06-01 08:27:00,1079,179.77,2049,Chennai,Android,top-up,0,8,Sunday,1
TXN002541,2025-05-14 13:50:00,1006,2685.43,2007,Kolkata,iOS,transfer,0,13,Wednesday,0
TXN002542,2025-05-08 14:41:00,1094,9153.2,2000,Bangalore,Web,bill,0,14,Thursday,0
TXN002543,2025-05-11 03:32:00,1070,6441.34,2030,Kolkata,Android,top-up,0,3,Sunday,1
TXN002544,2025-05-18 23:06:00,1067,7640.89,2041,Delhi,iOS,bill,0,23,Sunday,1
TXN002545,2025-05-07 09:03:00,1018,6733.27,2044,Kolkata,Web,bill,0,9,Wednesday,0
TXN002546,2025-05-26 10:14:00,1082,5222.02,2042,Bangalore,iOS,bill,0,10,Monday,0
TXN002547,2025-05-25 04:56:00,1053,2434.74,2048,Mumbai,iOS,purchase,0,4,Sunday,1
TXN002548,2025-06-03 13:53:00,1099,3102.75,2016,Delhi,iOS,transfer,0,13,Tuesday,0
TXN002549,2025-05-11 11:08:00,1080,2923.34,2024,Mumbai,iOS,bill,0,11,Sunday,1
TXN002550,2025-05-11 23:29:00,1005,8664.07,2011,Kolkata,Android,bill,0,23,Sunday,1
TXN002551,2025-05-15 01:28:00,1037,6835.0,2012,Delhi,Web,transfer,0,1,Thursday,0
TXN002552,2025-05-20 23:12:00,1035,3084.22,2018,Chennai,Web,transfer,0,23,Tuesday,0
TXN002553,2025-05-20 05:28:00,1047,7310.49,2015,Chennai,Web,top-up,0,5,Tuesday,0
TXN002554,2025-06-01 14:21:00,1092,2761.58,2008,Kolkata,Web,transfer,0,14,Sunday,1
TXN002555,2025-05-31 15:09:00,1037,3405.89,2043,Delhi,iOS,top-up,0,15,Saturday,1
TXN002556,2025-05-06 04:43:00,1097,2169.17,2022,Mumbai,Web,bill,0,4,Tuesday,0
TXN002557,2025-05-04 16:37:00,1015,8835.97,2025,Mumbai,Android,transfer,0,16,Sunday,1
TXN002558,2025-05-23 04:44:00,1058,7115.94,2033,Kolkata,Web,transfer,0,4,Friday,0
TXN002559,2025-05-27 19:46:00,1025,6068.5,2015,Chennai,Android,top-up,0,19,Tuesday,0
TXN002560,2025-05-10 19:18:00,1082,1355.72,2020,Mumbai,Android,purchase,0,19,Saturday,1
TXN002561,2025-05-25 16:12:00,1010,7236.37,2048,Chennai,Web,purchase,0,16,Sunday,1
TXN002562,2025-05-17 05:41:00,1049,3281.14,2006,Kolkata,Web,purchase,0,5,Saturday,1
TXN002563,2025-05-27 05:36:00,1067,7205.66,2000,Delhi,Android,top-up,0,5,Tuesday,0
TXN002564,2025-05-08 00:46:00,1003,9972.66,2037,Delhi,iOS,purchase,0,0,Thursday,0
TXN002565,2025-05-13 08:56:00,1076,1287.79,2033,Delhi,Android,purchase,0,8,Tuesday,0
TXN002566,2025-05-09 02:32:00,1063,6371.97,2016,Bangalore,Web,transfer,0,2,Friday,0
TXN002567,2025-05-07 18:10:00,1000,9080.29,2039,Mumbai,iOS,bill,0,18,Wednesday,0
TXN002568,2025-05-19 06:32:00,1007,3464.47,2004,Bangalore,Web,transfer,0,6,Monday,0
TXN002569,2025-05-23 11:00:00,1081,8709.71,2049,Chennai,iOS,transfer,0,11,Friday,0
TXN002570,2025-05-23 11:11:00,1050,2266.18,2033,Kolkata,iOS,transfer,0,11,Friday,0
TXN002571,2025-06-03 02:09:00,1052,7567.65,2012,Mumbai,Web,top-up,0,2,Tuesday,0
TXN002572,2025-05-16 13:19:00,1064,6069.62,2009,Delhi,Android,purchase,0,13,Friday,0
TXN002573,2025-05-25 19:27:00,1009,3383.57,2005,Bangalore,Android,bill,0,19,Sunday,1
TXN002574,2025-05-19 04:40:00,1095,5365.69,2002,Bangalore,Web,transfer,0,4,Monday,0
TXN002575,2025-05-28 18:33:00,1063,3381.54,2025,Kolkata,iOS,transfer,0,18,Wednesday,0
TXN002576,2025-05-30 20:56:00,1095,968.89,2008,Kolkata,Android,transfer,0,20,Friday,0
TXN002577,2025-06-02 16:20:00,1007,8749.54,2033,Mumbai,iOS,purchase,0,16,Monday,0
TXN002578,2025-05-23 14:49:00,1097,6078.2,2001,Kolkata,Android,purchase,0,14,Friday,0
TXN002579,2025-05-15 19:42:00,1027,9403.69,2006,Mumbai,Android,bill,0,19,Thursday,0
TXN002580,2025-05-30 06:47:00,1055,3564.4,2032,Chennai,Android,purchase,0,6,Friday,0
TXN002581,2025-05-19 13:46:00,1062,4859.01,2027,Chennai,Web,top-up,0,13,Monday,0
TXN002582,2025-05-04 17:06:00,1033,9839.36,2018,Delhi,Android,top-up,0,17,Sunday,1
TXN002583,2025-06-03 02:48:00,1067,5549.76,2028,Mumbai,iOS,bill,0,2,Tuesday,0
TXN002584,2025-05-08 17:10:00,1070,8629.71,2047,Chennai,Android,purchase,0,17,Thursday,0
TXN002585,2025-05-07 08:22:00,1047,2345.14,2039,Delhi,Android,transfer,0,8,Wednesday,0
TXN002586,2025-05-20 12:32:00,1088,4520.82,2001,Chennai,Android,bill,0,12,Tuesday,0
TXN002587,2025-05-08 20:52:00,1008,5812.63,2018,Bangalore,Web,top-up,0,20,Thursday,0
TXN002588,2025-05-05 17:35:00,1057,7149.38,2016,Chennai,Android,purchase,0,17,Monday,0
TXN002589,2025-05-22 03:33:00,1079,7064.55,2040,Kolkata,Web,purchase,0,3,Thursday,0
TXN002590,2025-05-31 07:14:00,1070,6571.14,2041,Chennai,Web,purchase,0,7,Saturday,1
TXN002591,2025-05-28 08:00:00,1018,5226.9,2034,Bangalore,Web,purchase,0,8,Wednesday,0
TXN002592,2025-05-16 10:18:00,1018,5691.92,2021,Chennai,Android,bill,0,10,Friday,0
TXN002593,2025-05-30 10:52:00,1039,5009.38,2036,Chennai,Android,top-up,0,10,Friday,0
TXN002594,2025-05-08 16:17:00,1099,1092.47,2014,Bangalore,Android,purchase,0,16,Thursday,0
TXN002595,2025-05-19 15:25:00,1007,5602.89,2026,Chennai,Web,transfer,0,15,Monday,0
TXN002596,2025-06-01 13:15:00,1050,4735.05,2040,Delhi,iOS,purchase,0,13,Sunday,1
TXN002597,2025-05-23 08:44:00,1056,314.9,2011,Mumbai,iOS,top-up,0,8,Friday,0
TXN002598,2025-05-30 04:35:00,1085,2211.77,2042,Chennai,iOS,top-up,0,4,Friday,0
TXN002599,2025-05-27 17:44:00,1084,5206.88,2035,Delhi,iOS,transfer,0,17,Tuesday,0
TXN002600,2025-05-23 20:50:00,1084,9600.61,2007,Mumbai,Web,purchase,0,20,Friday,0
TXN002601,2025-06-03 02:37:00,1018,5497.03,2025,Chennai,iOS,top-up,0,2,Tuesday,0
TXN002602,2025-06-03 12:02:00,1070,2667.73,2024,Chennai,iOS,bill,0,12,Tuesday,0
TXN002603,2025-05-20 22:01:00,1027,737.31,2000,Chennai,iOS,purchase,0,22,Tuesday,0
TXN002604,2025-05-29 23:19:00,1018,8307.84,2049,Mumbai,Web,bill,0,23,Thursday,0
TXN002605,2025-05-25 09:47:00,1096,9804.94,2007,Bangalore,Android,bill,0,9,Sunday,1
TXN002606,2025-05-28 23:35:00,1075,1498.03,2049,Bangalore,Web,bill,0,23,Wednesday,0
TXN002607,2025-05-23 20:27:00,1003,415.22,2010,Kolkata,Android,transfer,0,20,Friday,0
TXN002608,2025-05-19 18:57:00,1050,23889.36,2024,Delhi,Android,transfer,1,18,Monday,0
TXN002609,2025-05-16 04:12:00,1064,7634.91,2012,Delhi,Android,top-up,0,4,Friday,0
TXN002610,2025-05-28 17:58:00,1003,3355.06,2003,Delhi,iOS,transfer,0,17,Wednesday,0
TXN002611,2025-05-13 01:38:00,1037,2799.68,2040,Chennai,Android,bill,0,1,Tuesday,0
TXN002612,2025-05-18 08:57:00,1022,4083.83,2040,Chennai,Android,purchase,0,8,Sunday,1
TXN002613,2025-05-07 12:32:00,1006,6273.51,2046,Bangalore,Android,bill,0,12,Wednesday,0
TXN002614,2025-05-06 09:31:00,1056,8958.23,2028,Chennai,iOS,purchase,0,9,Tuesday,0
TXN002615,2025-06-01 14:38:00,1057,7146.01,2008,Kolkata,iOS,top-up,0,14,Sunday,1
TXN002616,2025-05-17 17:11:00,1071,3452.06,2005,Kolkata,Web,purchase,0,17,Saturday,1
TXN002617,2025-05-09 13:33:00,1020,9231.67,2036,Chennai,Android,bill,0,13,Friday,0
TXN002618,2025-05-10 13:47:00,1086,9366.38,2034,Bangalore,Android,top-up,0,13,Saturday,1
TXN002619,2025-05-25 08:21:00,1011,4544.13,2008,Bangalore,iOS,top-up,0,8,Sunday,1
TXN002620,2025-05-29 12:48:00,1051,9159.04,2006,Kolkata,Web,transfer,0,12,Thursday,0
TXN002621,2025-05-06 10:01:00,1021,2057.12,2043,Delhi,Android,top-up,0,10,Tuesday,0
TXN002622,2025-05-10 00:40:00,1030,4257.66,2032,Bangalore,Android,purchase,1,0,Saturday,1
TXN002623,2025-05-21 09:28:00,1044,5738.62,2024,Delhi,Android,top-up,0,9,Wednesday,0
TXN002624,2025-05-14 22:03:00,1069,8915.09,2018,Bangalore,iOS,transfer,0,22,Wednesday,0
TXN002625,2025-05-18 10:38:00,1074,1695.25,2020,Delhi,Android,purchase,0,10,Sunday,1
TXN002626,2025-05-29 03:38:00,1012,439.58,2027,Bangalore,iOS,transfer,0,3,Thursday,0
TXN002627,2025-05-22 17:58:00,1032,2056.85,2006,Kolkata,iOS,transfer,0,17,Thursday,0
TXN002628,2025-05-25 21:31:00,1094,9051.38,2031,Chennai,Android,top-up,0,21,Sunday,1
TXN002629,2025-06-01 10:53:00,1081,8341.24,2005,Kolkata,Web,top-up,0,10,Sunday,1
TXN002630,2025-05-19 08:36:00,1066,1941.92,2026,Mumbai,Web,bill,0,8,Monday,0
TXN002631,2025-05-20 16:29:00,1093,4918.15,2043,Chennai,iOS,top-up,0,16,Tuesday,0
TXN002632,2025-05-14 14:44:00,1029,8667.17,2034,Mumbai,Android,top-up,0,14,Wednesday,0
TXN002633,2025-05-06 08:26:00,1052,9959.19,2001,Bangalore,Android,purchase,0,8,Tuesday,0
TXN002634,2025-06-02 15:32:00,1089,238.96,2037,Chennai,Web,purchase,0,15,Monday,0
TXN002635,2025-05-23 00:56:00,1015,9271.78,2029,Kolkata,Web,transfer,0,0,Friday,0
TXN002636,2025-05-16 07:50:00,1030,9382.56,2025,Chennai,Android,transfer,0,7,Friday,0
TXN002637,2025-05-27 13:28:00,1069,32.49,2009,Delhi,Web,top-up,0,13,Tuesday,0
TXN002638,2025-05-21 03:09:00,1041,6295.46,2043,Mumbai,Android,purchase,0,3,Wednesday,0
TXN002639,2025-05-24 09:30:00,1001,6598.96,2049,Bangalore,Web,purchase,0,9,Saturday,1
TXN002640,2025-05-18 22:29:00,1051,6870.61,2036,Mumbai,Web,transfer,0,22,Sunday,1
TXN002641,2025-05-31 10:18:00,1022,7703.2,2004,Chennai,Android,bill,0,10,Saturday,1
TXN002642,2025-05-26 20:34:00,1096,9689.48,2038,Delhi,Web,bill,0,20,Monday,0
TXN002643,2025-06-02 10:29:00,1069,6238.14,2018,Chennai,Android,top-up,0,10,Monday,0
TXN002644,2025-05-17 16:53:00,1042,9186.67,2002,Chennai,Web,top-up,0,16,Saturday,1
TXN002645,2025-05-13 17:28:00,1092,5427.4,2038,Bangalore,Web,bill,0,17,Tuesday,0
TXN002646,2025-05-07 16:12:00,1077,2988.39,2021,Chennai,Web,transfer,0,16,Wednesday,0
TXN002647,2025-05-15 08:02:00,1057,2842.82,2040,Chennai,Web,purchase,0,8,Thursday,0
TXN002648,2025-05-05 15:57:00,1004,7514.23,2044,Kolkata,Android,bill,0,15,Monday,0
TXN002649,2025-05-25 23:37:00,1069,2360.46,2025,Kolkata,iOS,purchase,0,23,Sunday,1
TXN002650,2025-05-24 04:59:00,1084,7693.38,2011,Delhi,Web,purchase,0,4,Saturday,1
TXN002651,2025-05-28 04:03:00,1078,7804.68,2004,Kolkata,iOS,purchase,0,4,Wednesday,0
TXN002652,2025-05-14 08:25:00,1079,1507.67,2036,Kolkata,Web,purchase,0,8,Wednesday,0
TXN002653,2025-06-02 01:40:00,1016,1547.61,2020,Chennai,Web,top-up,0,1,Monday,0
TXN002654,2025-06-01 11:13:00,1082,7500.15,2034,Bangalore,Web,transfer,0,11,Sunday,1
TXN002655,2025-05-10 04:18:00,1080,1870.51,2015,Bangalore,Android,bill,0,4,Saturday,1
TXN002656,2025-05-17 18:59:00,1046,6639.07,2048,Kolkata,iOS,bill,0,18,Saturday,1
TXN002657,2025-05-07 04:05:00,1003,5696.24,2043,Delhi,Android,bill,0,4,Wednesday,0
TXN002658,2025-05-24 00:08:00,1095,1767.31,2021,Bangalore,iOS,bill,0,0,Saturday,1
TXN002659,2025-05-11 02:27:00,1058,5240.61,2037,Kolkata,Android,top-up,0,2,Sunday,1
TXN002660,2025-05-08 14:45:00,1037,8154.11,2011,Mumbai,Web,top-up,0,14,Thursday,0
TXN002661,2025-05-15 21:20:00,1034,7396.21,2025,Mumbai,Android,transfer,0,21,Thursday,0
TXN002662,2025-05-30 04:56:00,1010,1652.57,2043,Bangalore,Android,bill,0,4,Friday,0
TXN002663,2025-05-06 18:20:00,1022,9322.29,2021,Kolkata,Android,top-up,0,18,Tuesday,0
TXN002664,2025-05-30 21:45:00,1088,5895.35,2014,Bangalore,Web,bill,0,21,Friday,0
TXN002665,2025-05-14 13:24:00,1064,8605.9,2006,Chennai,Web,purchase,0,13,Wednesday,0
TXN002666,2025-05-15 01:20:00,1082,266.34,2031,Chennai,iOS,purchase,0,1,Thursday,0
TXN002667,2025-05-22 10:08:00,1002,5591.26,2039,Bangalore,iOS,bill,0,10,Thursday,0
TXN002668,2025-05-06 08:40:00,1024,2249.83,2019,Chennai,Android,transfer,0,8,Tuesday,0
TXN002669,2025-05-31 17:17:00,1061,1140.84,2038,Kolkata,Android,transfer,0,17,Saturday,1
TXN002670,2025-05-12 16:20:00,1042,8331.92,2037,Mumbai,iOS,transfer,0,16,Monday,0
TXN002671,2025-05-24 16:45:00,1050,3648.59,2019,Delhi,iOS,bill,0,16,Saturday,1
TXN002672,2025-05-12 04:55:00,1041,3274.41,2012,Delhi,Android,top-up,0,4,Monday,0
TXN002673,2025-05-29 09:45:00,1053,8862.13,2030,Chennai,Android,top-up,0,9,Thursday,0
TXN002674,2025-05-15 17:56:00,1040,4478.8,2002,Delhi,Web,bill,0,17,Thursday,0
TXN002675,2025-05-14 21:38:00,1082,1505.37,2006,Bangalore,Android,transfer,0,21,Wednesday,0
TXN002676,2025-05-04 23:03:00,1049,1781.47,2039,Chennai,Android,purchase,0,23,Sunday,1
TXN002677,2025-05-15 12:07:00,1016,6054.67,2048,Kolkata,Android,bill,0,12,Thursday,0
TXN002678,2025-05-25 06:02:00,1065,2357.75,2033,Chennai,iOS,purchase,0,6,Sunday,1
TXN002679,2025-06-02 02:30:00,1042,1377.13,2035,Kolkata,iOS,transfer,0,2,Monday,0
TXN002680,2025-05-22 15:43:00,1074,8641.7,2032,Kolkata,iOS,purchase,0,15,Thursday,0
TXN002681,2025-05-14 16:21:00,1017,8627.3,2031,Bangalore,Web,bill,0,16,Wednesday,0
TXN002682,2025-05-20 21:41:00,1035,8932.78,2034,Bangalore,Web,purchase,0,21,Tuesday,0
TXN002683,2025-05-18 23:39:00,1040,7968.06,2045,Chennai,iOS,top-up,0,23,Sunday,1
TXN002684,2025-05-06 08:29:00,1078,3052.37,2007,Delhi,Web,purchase,0,8,Tuesday,0
TXN002685,2025-05-11 00:49:00,1000,263.7,2002,Delhi,Android,bill,0,0,Sunday,1
TXN002686,2025-06-01 22:27:00,1082,2303.44,2014,Delhi,Android,top-up,0,22,Sunday,1
TXN002687,2025-05-16 02:12:00,1014,8259.92,2020,Bangalore,Android,top-up,0,2,Friday,0
TXN002688,2025-05-14 10:26:00,1026,5454.1,2040,Kolkata,Web,top-up,1,10,Wednesday,0
TXN002689,2025-05-28 01:14:00,1036,2846.26,2033,Chennai,Web,purchase,0,1,Wednesday,0
TXN002690,2025-05-13 01:07:00,1091,6203.42,2031,Mumbai,iOS,top-up,0,1,Tuesday,0
TXN002691,2025-06-02 09:41:00,1056,8989.7,2046,Bangalore,Web,purchase,0,9,Monday,0
TXN002692,2025-05-10 23:45:00,1046,73.59,2032,Mumbai,iOS,bill,0,23,Saturday,1
TXN002693,2025-06-01 02:38:00,1067,9587.33,2013,Mumbai,Web,transfer,0,2,Sunday,1
TXN002694,2025-06-03 04:09:00,1008,1912.33,2008,Mumbai,Web,top-up,0,4,Tuesday,0
TXN002695,2025-05-15 06:12:00,1080,6455.03,2019,Chennai,Android,transfer,0,6,Thursday,0
TXN002696,2025-05-20 01:07:00,1011,91.07,2033,Mumbai,iOS,bill,0,1,Tuesday,0
TXN002697,2025-05-26 21:12:00,1070,2047.53,2029,Bangalore,Android,top-up,0,21,Monday,0
TXN002698,2025-05-24 09:00:00,1090,4046.21,2005,Kolkata,Android,top-up,0,9,Saturday,1
TXN002699,2025-06-01 20:54:00,1041,4806.0,2016,Bangalore,Web,bill,0,20,Sunday,1
TXN002700,2025-05-20 16:33:00,1073,3795.31,2002,Bangalore,Android,transfer,0,16,Tuesday,0
TXN002701,2025-05-18 07:32:00,1085,7757.43,2047,Kolkata,iOS,top-up,0,7,Sunday,1
TXN002702,2025-05-22 20:19:00,1070,3931.03,2011,Kolkata,Android,purchase,0,20,Thursday,0
TXN002703,2025-05-24 14:35:00,1027,4577.1,2012,Kolkata,Web,top-up,0,14,Saturday,1
TXN002704,2025-05-24 15:34:00,1023,6557.41,2001,Bangalore,Android,top-up,0,15,Saturday,1
TXN002705,2025-05-05 04:18:00,1078,9552.38,2013,Kolkata,Android,transfer,0,4,Monday,0
TXN002706,2025-05-26 00:54:00,1084,7996.04,2037,Delhi,Web,bill,0,0,Monday,0
TXN002707,2025-05-04 22:48:00,1030,5511.08,2010,Bangalore,Web,bill,0,22,Sunday,1
TXN002708,2025-05-16 06:05:00,1073,2452.77,2034,Mumbai,iOS,bill,0,6,Friday,0
TXN002709,2025-06-01 07:41:00,1092,1230.34,2041,Kolkata,Web,purchase,0,7,Sunday,1
TXN002710,2025-05-14 18:59:00,1037,8084.34,2015,Delhi,Web,bill,0,18,Wednesday,0
TXN002711,2025-05-12 23:14:00,1099,2546.42,2031,Chennai,Web,transfer,0,23,Monday,0
TXN002712,2025-05-11 02:49:00,1074,4473.8,2028,Delhi,Android,top-up,0,2,Sunday,1
TXN002713,2025-05-26 23:10:00,1042,1629.27,2015,Chennai,iOS,purchase,0,23,Monday,0
TXN002714,2025-05-21 02:20:00,1090,2150.23,2020,Mumbai,Web,top-up,0,2,Wednesday,0
TXN002715,2025-05-24 00:34:00,1086,290.5,2048,Delhi,Android,bill,0,0,Saturday,1
TXN002716,2025-05-26 08:31:00,1006,7907.95,2035,Mumbai,Android,transfer,0,8,Monday,0
TXN002717,2025-05-24 19:32:00,1070,2660.46,2031,Chennai,Web,purchase,0,19,Saturday,1
TXN002718,2025-05-18 00:35:00,1072,5064.09,2028,Bangalore,Web,top-up,0,0,Sunday,1
TXN002719,2025-05-12 08:28:00,1047,7223.22,2042,Chennai,iOS,top-up,0,8,Monday,0
TXN002720,2025-05-05 04:34:00,1007,5354.55,2048,Delhi,Android,transfer,0,4,Monday,0
TXN002721,2025-05-04 16:03:00,1049,3028.01,2041,Delhi,Web,bill,0,16,Sunday,1
TXN002722,2025-05-19 10:30:00,1020,673.42,2013,Chennai,Android,transfer,0,10,Monday,0
TXN002723,2025-05-14 21:22:00,1021,6432.69,2049,Chennai,Web,bill,0,21,Wednesday,0
TXN002724,2025-05-31 00:50:00,1025,933.83,2030,Bangalore,Web,top-up,0,0,Saturday,1
TXN002725,2025-05-08 09:51:00,1000,8234.26,2036,Kolkata,iOS,transfer,0,9,Thursday,0
TXN002726,2025-05-24 03:31:00,1011,5938.91,2038,Delhi,Android,purchase,0,3,Saturday,1
TXN002727,2025-05-22 03:22:00,1019,1517.81,2007,Mumbai,Android,transfer,0,3,Thursday,0
TXN002728,2025-06-02 10:30:00,1058,9240.64,2026,Kolkata,Web,top-up,0,10,Monday,0
TXN002729,2025-05-12 09:36:00,1095,6062.31,2043,Delhi,Android,transfer,0,9,Monday,0
TXN002730,2025-05-31 13:56:00,1023,1054.01,2002,Delhi,Web,transfer,0,13,Saturday,1
TXN002731,2025-05-27 11:36:00,1084,7232.76,2047,Chennai,iOS,top-up,0,11,Tuesday,0
TXN002732,2025-05-06 22:31:00,1093,6233.51,2013,Delhi,iOS,top-up,0,22,Tuesday,0
TXN002733,2025-05-17 08:04:00,1068,3379.76,2000,Mumbai,iOS,bill,0,8,Saturday,1
TXN002734,2025-05-28 10:17:00,1097,1045.26,2018,Mumbai,Android,transfer,0,10,Wednesday,0
TXN002735,2025-05-18 22:08:00,1087,7900.47,2025,Chennai,Android,bill,0,22,Sunday,1
TXN002736,2025-05-28 14:24:00,1041,5768.53,2008,Mumbai,Web,bill,0,14,Wednesday,0
TXN002737,2025-05-06 00:18:00,1075,180.98,2012,Bangalore,iOS,purchase,0,0,Tuesday,0
TXN002738,2025-05-16 20:23:00,1094,669.52,2047,Delhi,Android,bill,0,20,Friday,0
TXN002739,2025-05-05 01:54:00,1063,6948.66,2001,Delhi,Android,purchase,0,1,Monday,0
TXN002740,2025-05-14 07:27:00,1054,2761.86,2022,Chennai,iOS,bill,0,7,Wednesday,0
TXN002741,2025-05-25 17:26:00,1016,7628.1,2013,Delhi,iOS,transfer,0,17,Sunday,1
TXN002742,2025-05-26 20:59:00,1003,7787.43,2009,Kolkata,Android,purchase,0,20,Monday,0
TXN002743,2025-05-06 00:32:00,1061,6146.37,2014,Chennai,iOS,bill,0,0,Tuesday,0
TXN002744,2025-05-12 21:33:00,1007,5994.68,2028,Delhi,iOS,purchase,0,21,Monday,0
TXN002745,2025-05-14 00:51:00,1029,233.58,2008,Mumbai,iOS,transfer,0,0,Wednesday,0
TXN002746,2025-05-12 22:55:00,1020,2618.01,2043,Delhi,Android,bill,0,22,Monday,0
TXN002747,2025-05-23 09:22:00,1002,595.89,2039,Bangalore,iOS,purchase,0,9,Friday,0
TXN002748,2025-05-25 05:22:00,1057,7686.44,2023,Kolkata,iOS,transfer,0,5,Sunday,1
TXN002749,2025-05-14 09:55:00,1099,5905.33,2022,Bangalore,iOS,purchase,0,9,Wednesday,0
TXN002750,2025-05-14 04:22:00,1032,9458.24,2030,Delhi,Android,bill,0,4,Wednesday,0
TXN002751,2025-05-06 08:00:00,1005,37.29,2035,Delhi,Android,transfer,0,8,Tuesday,0
TXN002752,2025-05-20 02:19:00,1094,276.19,2026,Chennai,Android,transfer,0,2,Tuesday,0
TXN002753,2025-05-28 11:13:00,1011,2768.94,2031,Mumbai,iOS,transfer,0,11,Wednesday,0
TXN002754,2025-05-18 22:36:00,1093,5173.35,2042,Bangalore,iOS,transfer,0,22,Sunday,1
TXN002755,2025-05-10 07:00:00,1092,314.52,2006,Bangalore,Web,transfer,0,7,Saturday,1
TXN002756,2025-05-18 12:14:00,1005,1962.9,2026,Kolkata,Android,top-up,0,12,Sunday,1
TXN002757,2025-05-20 17:23:00,1042,7129.09,2005,Delhi,iOS,bill,0,17,Tuesday,0
TXN002758,2025-05-25 05:03:00,1062,9539.34,2019,Mumbai,iOS,top-up,0,5,Sunday,1
TXN002759,2025-05-27 08:11:00,1002,1973.57,2036,Kolkata,Android,bill,0,8,Tuesday,0
TXN002760,2025-05-11 09:56:00,1045,5285.94,2028,Kolkata,Web,purchase,0,9,Sunday,1
TXN002761,2025-05-25 19:45:00,1026,4966.78,2007,Chennai,Android,bill,0,19,Sunday,1
TXN002762,2025-05-17 20:28:00,1099,6713.8,2012,Chennai,iOS,top-up,0,20,Saturday,1
TXN002763,2025-05-06 13:28:00,1056,9195.37,2016,Kolkata,iOS,purchase,0,13,Tuesday,0
TXN002764,2025-05-11 14:13:00,1074,798.54,2004,Chennai,Android,top-up,0,14,Sunday,1
TXN002765,2025-06-01 02:52:00,1004,4755.28,2003,Bangalore,iOS,purchase,0,2,Sunday,1
TXN002766,2025-05-09 15:39:00,1042,3112.91,2040,Chennai,Android,transfer,0,15,Friday,0
TXN002767,2025-05-20 03:05:00,1075,515.27,2031,Kolkata,Android,bill,0,3,Tuesday,0
TXN002768,2025-05-10 09:35:00,1033,7492.74,2037,Mumbai,Web,transfer,0,9,Saturday,1
TXN002769,2025-05-05 18:41:00,1089,5633.58,2045,Bangalore,Web,transfer,0,18,Monday,0
TXN002770,2025-05-21 01:33:00,1090,6680.42,2004,Bangalore,Android,transfer,0,1,Wednesday,0
